"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","way","457453630","35.5075414","-108.7300178","","","","Gallup","","","","516","87301","NM","Nizhoni Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","99","4","","","","yes","","","","896001","","hospital","","","","","","","","","","Gallup Indian Medical Center","","","","","","","","","24/7","","","","","","","","","","","United States Indian Hospital","IHS","","","","","","","","","","","+1-505-722-1000","","","","","","","","","","","","","","https://www.ihs.gov/navajo/healthcarefacilities/gallup/","","Q30280412",""
"","","","","","way","457674926","36.804723","-108.6921377","","","","Shiprock","","","","","87420","NM","US 491","","","hospital","","","","","","","","","","","","","","","","","","","60","","","","","yes","","","","901318","","hospital","","","","","","","","","","Northern Navajo Medical Center","","","","","","","","","24/7","","","","","","","","","","","Shiprock Community Health Center","IHS","","","","","","","","","","","+1-505-368-6001","","","","","","","","","","","","","","https://www.ihs.gov/navajo/healthcarefacilities/shiprock/","","Q99295813",""
"","","","","","way","457753292","36.7233082","-108.2165874","","","","Farmington","","","","801","87401","NM","West Maple Street","","","hospital","","","","","","","","","","","","","","","","","","","194","","","","","yes","","","","901293","","hospital","","","","","","","","","","San Juan Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 505 609 2000","","","","","","","","","","","","SJRMC","","https://www.sanjuanregional.com/","","Q7414607","en:San Juan Regional Medical Center"
"","","","","","way","457756995","35.1621567","-107.827498","","","","Grants","","","","1016","87020","NM","East Roosevelt Avenue","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","924844","","hospital","","","","","","","","","","Cibola General Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 505 287 4446","","","","","","","","","","","","","","https://www.cibolahospital.com/","","",""
"","","","","","way","457762421","32.2601596","-107.7672747","","","","Deming","","","","900","88030","NM","West Ash Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","892081","","hospital","","","","","","","","","","Mimbres Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 546 5800","","","","","","","","","","","","","","http://www.mimbresmemorial.com/","","",""
"","","","","","way","457771971","32.7970071","-108.2613355","","","","Silver City","","","","1313","88061","NM","East 32nd Street","","","hospital","","","","","","","","","","","","","","","","","","","68","","","","","yes","","","","901338","","hospital","","","","","","","","","","Gila Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","Gila Regional Hospital","","","","","","","","","","","","+1 575 538 4000","","","","","","","","","","","","","","https://www.grmc.org/","","",""
"","","","","","way","457808060","32.92377","-105.9340591","","","","Alamogordo","","","","2669","88310","NM","North Scenic Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","901346","","hospital","","","","","","","","","","Gerald Champion Regional Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575-439-6100","","","","","","","","","","","","","","https://www.gcrmc.org/","","Q5549007",""
"","","","","","way","457935713","32.7620287","-103.1855377","","","","Hobbs","","","","5419","88240","NM","North Lovington Highway","","","hospital","","","","","","","","","","","","","","","","","","","201","","","","","yes","","","","901316","","hospital","","","","","","","","","","Lea Regional Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 492 5000","","","","","","","","","","","","","","https://www.learegionalmedical.com/","","",""
"","","","","","way","457955289","32.9651168","-103.3471676","","","","Lovington","","","","1600","88260","NM","North Main Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","25","","","yes","","","","901336","","hospital","","","","","","","","","","Nor Lea General Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 396 6611","","","","","","","","","","","","","","https://www.nor-lea.org/","","",""
"","","","","","way","457999934","32.8485477","-104.4106024","","","","Artesia","","","","702","88210","NM","North 13th Street","","","hospital","","","","","","","","","","","","","","","","","","","49","","","","","yes","","","","933927","","hospital","","","","","","","general;emergency","","","Artesia General Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 748 3333","","","","","","","","","","","","","","https://artesiageneral.com/","","",""
"","","","","","way","458070146","33.4246877","-104.5284828","","","","Roswell","","","","405","88201","NM","West Country Club Road","","","hospital","","","","","","","","","","","","","","","","","","","162","","162","","","yes","","","","901351","","hospital","","","","","","","emergency;general","","","Eastern New Mexico Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Community Health Systems","","","","","","","","","private","","+1-575-622-8170","","","","","","","","","","","","","","https://www.enmmc.com/","","",""
"","","","","","way","458070150","33.3180186","-104.5215691","","","","Roswell","","","","72","88201","NM","Gail Harris Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","901282","","hospital","","","","","","","","","","New Mexico Rehabilitation Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 347 3400","","","","","","","","","","","","","","https://nmhealth.org/about/ofm/ltcf/nmrc/","","",""
"","","","","","way","458179510","34.4205815","-103.2336767","","","","Clovis","","","","2100","88101","NM","North Dr Martin Luther King Jr Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","106","","","","","yes","","","","","","hospital","","","","","","","general;emergency;surgery;cardiology;oncology;internal;paediatrics;orthopaedics;gynaecology;radiology;community","","","Plains Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Presbyterian Healthcare Services","","","","","","","","","religious","","+1 575 769 2141","","","","","","","","","","","","","","https://plains-regional-medical-center.phs.org/","","",""
"","","","","","way","458183369","34.9303454","-104.6932368","","","","Santa Rosa","","","","117","88435","NM","Camino de Vida","","Suite 100","hospital","","","","","","","","","","","","","","","","","","","10","","","","","yes","","","","901337","","hospital","","","","","","","","","","Guadalupe County Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 472 3417","","","","","","","","","","","","","","https://www.gchnm.org/","","",""
"","","","","","way","458185693","36.4543845","-103.1935026","","","","Clayton","","","","300","88415","NM","Wilson Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","901333","","hospital","","","","","","","","","","Union County General Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-575-374-7012","","","","","","","","","","","","","","http://www.ucgh.net/","","",""
"","","","","","way","458202763","36.8624085","-104.44197","","","","Raton","","","","203","87740","NM","Hospital Drive","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","901286","","hospital","","","","","","","","","","Miners Colfax Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 575 445 3661","","","","","","","","","","","","","","https://www.minershosp.com/","","",""
"","","","","","way","458367091","36.3683614","-105.5769183","","","","Taos","","","","1397","87571","NM","Weimer Road","","","hospital","","","","","","","","","","","2112","","","","","","","","29","","","","","yes","","","","907042","","hospital","","","","","","","emergency","","","Holy Cross Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-575-758-8883","","","","","","","","hospital","","","","","","https://taoshospital.org/","","Q65643431",""
"","","","","","way","458619180","35.9972066","-106.0881963","","","","Espanola","","","","1010","87532","NM","Spruce Street","","","hospital","","","","","","","","","","","","","","","","","","","52","","","","","yes","Presbyterian Espanola Hospital","","","901354","","hospital","","","","","","","emergency;orthopaedics","","","Española Hospital","","","","","Espanola Hospital","","","","24/7","","","","","","","","","","","","Presbyterian Health Services","","","","","","","","","","","+1 505 753 7111","","","","","","","","","","","","","","https://espanola-hospital.phs.org/","","",""
"","","","","","way","458690499","35.6596594","-105.9462027","","","","Santa Fe","","","","455","87505","NM","Saint Michaels Drive","","","hospital","","","","","","","","","","","","","","","","","","","192","","","","","yes","","","","910539","","hospital","","","","","","","intensive;orthopaedics;gynaecology;emergency;surgery;cardiology;radiology;maternity","","","Christus Saint Vincent Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","Saint Vincent Hospital","Saint Vincent Hospital Foundation","","","","","","","","","","","+1 505 983 3361","","","","","","","","","","","","SVRMC","","https://www.stvin.org/","yes","Q5011311","en:CHRISTUS St. Vincent Regional Medical Center"
"","","","","","way","458700491","35.3087866","-106.6796118","","","","Rio Rancho","","","","3001","87144","NM","Broadmoor Boulevard Northeast","","","hospital","","","","","","","","","","","","","","","","","","","72","","","","","yes","","","","","","hospital","","","","","","","","","","UNM Sandoval Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","University of New Mexico","","","","","","","","","","","+1 505 994 7000","","","","","","","","","","","","","","http://www.unmsrmc.org/","","",""
"","","","","","way","458735224","35.0933622","-106.5532533","","","","Albuquerque","","","","8300","87110","NM","Constitution Avenue Northeast","","","hospital","","","","","","","","","","","","","","","","","","","170","","","","","yes","","","","901343","","hospital","","","","","","","","","","Presbyterian Kaseman Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-505-291-2000","","","","","","","","","","","","","","https://kaseman-hospital.phs.org/","","Q50036965",""
"","","","","","way","458753504","35.0807965","-106.6341472","","","","Albuquerque","","","","1100","87106","NM","Central Avenue Southeast","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Presbyterian Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 505 841 1234","","","","","","","","","","","","","","https://presbyterian-hospital.phs.org/","","Q30280368",""
"","","","","","way","458765099","35.0865526","-106.6397594","","","","Albuquerque","","","","601","87102","NM","Doctor Martin Luther King Junior Avenue Northeast","","","hospital","","","","","","","","","","","","","","","","","","","263","","","","","yes","","","","901290","","hospital","","","","","","","","","","Lovelace Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 505 727 8000","","","","","","","","","","","","","","https://lovelace.com/locations/hospitals/lovelace-medical-center","","",""
"","","","","","way","458796604","48.2776878","-116.5496768","","","","Sandpoint","","","","520","83864","ID","North 3rd Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","399529","","hospital","","","","","","","","","","Bonner County Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 263 1441","","","","","","","","","","","","","","https://bonnergeneral.org/","","",""
"","","","","","way","458797591","47.5469964","-116.1306978","","","","Kellogg","","","","25","83837","ID","Jacobs Gulch Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Shoshone Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 784 1221","","","","","","","","","","","","","","https://www.shoshonehealth.com/","","",""
"","","","","","way","458860983","46.4167674","-117.0242643","","","","Lewiston","","","","415","83501","ID","6th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Saint Joseph's Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 743 2511","","","","","","","","","","","","","","https://www.sjrmc.org/","","",""
"","","","","","way","458860984","46.3959335","-117.0209707","","","","Lewiston","","","","2315","83501","ID","8th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","","","","","","","","","","","Valley Medical Center","","","","","","","","","Mo-Sa 07:30-19:00; Su 12:00-17:00","","","","","","","","","","","","","","","","","","","","","","","+1 208 746 1383","","","","","","","","","","","","","","http://www.valleymedicalcenter.com/","","",""
"","","","","","way","458863872","45.9271888","-116.1276283","","","","Grangeville","","","","607","83530","ID","West Main Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Syringa Hospital & Clinics","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 983 1700","","","","","","","","","","","","","","https://www.syringahospital.org/","","",""
"","","","","","way","458864407","44.248519","-116.9624295","","","","Weiser","","","","645","83672","ID","East 5th Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Weiser Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 549 0370","","","","","","","","","","","","","","http://www.weisermemorialhospital.org/","","",""
"","","","","","way","458904887","43.5540006","-116.57002","","","","Nampa","","","","1512","83686","ID","12th Avenue Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","399536","","hospital","","","","","","","","","","Saint Alphonsus Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 463 5000","","","","","","","","","","","","","","https://www.saintalphonsus.org/","","",""
"","","","","","way","458911990","43.5994568","-116.352288","","","","Meridian","","","","520","83642","ID","South Eagle Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Saint Lukes Meridian Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-208-706-5000","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-meridian-medical-center","","",""
"","","","","","way","458915602","43.6888689","-116.3503669","","","","Eagle","","","","323","83616","ID","East Riverside Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Saint Alphonsus Eagle Health Plaza","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 367 5300","","","","","","","","","","","","","","https://www.saintalphonsus.org/eagle-health-plaza","","",""
"","","","","","way","458921175","43.6125485","-116.2586544","","","","Boise","","","","1055","83706","ID","North Curtis Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","395020","","hospital","","","","","","","","","","Saint Alphonsus Regional Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 367 2121","","","","","","","","","","","","","","https://www.saintalphonsus.org/","","",""
"","","","","","way","458928501","43.6130642","-116.1927046","","","","Boise","","","","190","83712","ID","East Bannock Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","399564","","hospital","","","","","","","","","","St. Luke's Boise Medical Center","","","","","","","","","24/7","","","","","","","","","","","Saint Lukes Hospital","","","","","","","","","","","","+1 208 381 2222","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-boise-medical-center","yes","Q65076661",""
"","","","","","way","458928504","43.6159473","-116.1916928","","","","Boise","","","","600","83702","ID","North Robbins Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","399541","","hospital","","","","","","","","","","St. Luke’s Rehabilitation Hospital","","","","","","","","","","","","","","","","","","","","Elks Hospital","","","","","","","","","","","","+1 208 489 4444","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-rehabilitation-hospital","","",""
"","","","","","way","458930326","43.1386221","-115.6934392","","","","Mountain Home","","","","895","83647","ID","North 6th East Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","372612","","hospital","","","","","","","","","","St. Luke's Elmore Medical Center","","","","","","","","","24/7","","","","","","","","","","","Elmore Medical Center","","","","","","","","","","","","+1 208 587 8401","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-elmore-medical-center","","",""
"","","","","","way","458937623","43.649257","-114.3497555","","","","Ketchum","","","","100","83340","ID","Hospital Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","399537","","hospital","","","","","","","","","","St Luke's Wood River Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 727 8800","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-wood-river-medical-center","","",""
"","","","","","way","458938377","42.7298978","-114.5196519","","","","Jerome","","","","709","83338","ID","North Lincoln Avenue","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","395798","","hospital","","","","","","","","","","Saint Luke's Jerome Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 814 9500","","","","","","","","","","","","","","https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-jerome-medical-center","","",""
"","","","","","way","458938802","43.6396101","-113.2951262","","","","Arco","","","","551","83213","ID","Highland Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","386180","","hospital","","","","","","","","","","Lost Rivers Medical Center","","","","","","","","","24/7","","","","","","","","","","","Lost River Hospital","","","","","","","","","","","","+1 208 527 8206","","","","","","","","","","","","","","https://lostriversmedical.com/","","",""
"","","","","","way","458942492","42.5344554","-113.7814434","","","","Burley","","","","1501","83318","ID","Hiland Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","Cassia Regional Hospital","","","","","","","","","24/7","","","","","","","","","","","Cassia Regional Medical Center","Intermountain Healthcare","","","","","","","","","","","+1 208 678 4444","","","","","","","","","","","","","","https://intermountainhealthcare.org/locations/cassia-regional-hospital/","","",""
"","","","","","way","458948470","42.1892244","-112.2500323","","","","Malad City","","","","150","83252","ID","North 200 West","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Nell J. Redfield Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","Oneida County Hospital","","","","","","","","","","","","+1 208 766 2231","","","","","","","","","","","","","","https://www.oneidacountyhospital.com/","","",""
"","","","","","way","458948965","42.7815842","-112.8485502","","","","American Falls","","","","510","83211","ID","Roosevelt Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","399056","","hospital","","","","","","","","","","Power County Hospital District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208 226 3200","","","","","","","","","","","","","","https://www.pchd.net/","","",""
"","","","","","way","458950944","43.8260977","-111.7707937","","","","Rexburg","","","","450","83440","ID","East Main Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Madison Memorial Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 359 6900","","","","","","","","","","","","","","https://madisonmemorial.org/","","",""
"","","","","","way","465488340","42.0976361","-111.8729645","","","","Preston","","","","44","83263","ID","East 1st North","","","hospital","","","","","","","","","","","","","","","","","","","20","","","","","yes","","","","399023","","hospital","","","","","","","","","","Franklin County Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 208 852 0137","","","","","","","","","","","","","","https://www.fcmc.org/","","",""
"","","","","","way","466837211","35.5640895","-97.5665693","","","","Oklahoma City","","","","9204","73120","OK","North May Avenue","","","hospital","","","","","","","","","commercial","","","","","","","","","","9","","","","","yes","","","","","","hospital","","","","","","","surgery","","","Northwest Surgical Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 848 1918","","","","","","","","","","","","","","https://nwsurgicalokc.com/","","",""
"","","","","","way","468483563","45.7896771","-108.5132991","","","","Billings","","","","2800","59101","MT","10th Avenue North","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","770499","","hospital","","","","","","","","","","Billings Clinic","","","","","","","","","24/7","","","","","","","","","","","","Billings Clinic","","","","","","","","","","","+1 406 238 2500","","","","","","","","","","","","","","https://www.billingsclinic.com/","","",""
"","","","","","way","468561069","45.2604248","-111.3005267","","","","Big Sky","","","","334","59716","MT","Town Center Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Big Sky Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Bozeman Health","","","","","","","","","","","+1 406 995 6995","","","","","","","","","","","","","","https://www.bigskymedicalcenter.org/","","",""
"","","","","","way","469567338","36.0779986","-95.8011646","","","","Broken Arrow","","","","1000","74012","","West Boise Cicle","","","hospital","","","","","","","","","","","","","","","","","","","44","","","","","yes","","","","","","hospital","","","","","","","","","","Ascension Saint John Broken Arrow","","","","","","","","","24/7","","","","","","","","","","","","Ascension","","","","","","","Q96372437","","","","+1 918 994 8000","","","","","","","","","","","","","","https://www.stjohnhealthsystem.com/broken-arrow","yes","",""
"","","","","","way","469596863","34.2224619","-96.6746512","","","","Tishomingo","","","","1000","73460","","South Byrd Street","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Mercy Hospital Tishomingo","","","","","","","","","24/7","","","","","","","","","","","","Mercy","","","","","","","","","","","+1 580 371 2327","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-hospital-tishomingo/","","",""
"","","","","","way","469732834","39.851824","-95.5307171","","","","Hiawatha","","","","300","66434","","Utah Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Hiawatha Community Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 785 742 2131","","","","","","","","","","","","","","http://www.hch-ks.org/","","",""
"","","","","","way","470364233","35.5298818","-97.9806471","","","","El Reno","","","","2115","73036","OK","Parkview Drive","","","hospital","","","","","","","","","","","","","","","","","","","48","","","","","yes","","","","1096437","","hospital","","","","","","","","","","Mercy Hospital El Reno","","","","","","","","","24/7","","","","","","","","","","","","Mercy","","","","","","","Q19896177","","","","+1 405 262 2640","","","","","","","","","","","","","","https://www.mercy.net/practice/mercy-hospital-el-reno/","","",""
"","","","","","way","474892724","37.4093786","-95.7080237","","","","Neodesha","","","","2600","66757","","Ottawa Road","","","hospital","","","","","","","","","","","","","","","","","","","15","","","","","yes","","","","","","hospital","","","","","","","","","","Wilson Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 620 325 2611","","","","","","","","","","","","","","https://www.wilsonmedical.org/","","",""
"","","","","","way","478191181","41.2643053","-95.9556026","","","","Omaha","","","","555","68131","NE","North 30th Street","","","hospital","","","","","","","","","hospital","","","","","","","","","","31","","","","","no","","","","1899411","","hospital","","","","","","","paediatrics","","","Boys Town National Research Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 498 6540","","","","","","","","","","","","","","https://www.boystownhospital.org/","","Q30280098",""
"","","","","","way","479544663","47.1175992","-104.7040612","","","","Glendive","","","","202","59330","MT","Prospect Drive","","","hospital","","","","","","","","","","","","","","","","","","","25","","","","","yes","","","","","","hospital","","","","","","","","","","Glendive Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 345 3306","","","","","","","","","","","","","","https://www.gmc.org/","","",""
"","","","","","way","497383718","35.3891765","-97.4265915","","","","Oklahoma City","","","","5200","73135","OK","East Interstate 240 Service Road","","","hospital","","","","","","","","","","","","","","","","","","","44","","","","","yes","","","","","","hospital","","","","","","","cardiology","","","Oklahoma Heart Hospital - South Campus","","","","","","","","","24/7","","","","","","","","","","","","Oklahoma Heart Hospital","","","","","","","","","","","+1 405 628 6000","","","","","","","","","","","","","","https://www.okheart.com/locations/south-campus","","",""
"","","","","","way","497524650","35.4056331","-97.5094755","","","","Oklahoma City","","","","100","73129","","Southeast 59th Street","","","hospital","","","","","","","","","","","","","","","","","","","12","","","","","yes","","","","","","hospital","","","","","","","surgery","","","Surgical Hospital of Oklahoma","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 405 634 9300","","","","","","","","","","","","","","http://www.sh-ok.net/","","",""
"","","","","","way","497803326","35.4958248","-97.3820729","","","","Spencer","US","","","2601","73084","OK","North Spencer Road","","","hospital","","","","","","","","","","","","","","","","","","","118","","","","","no","","","","1777621","","","","","","","","","","","","INTEGRIS Mental Health Spencer","","","","","","","","","","","","","","","","","","","","Willow View Hospital","","","","","","","","","","","","+1 405 427 2441","","","","","","","paediatric_psychiatry","","","","","","","https://integrisok.com/mental-health-oklahoma-spencer","","",""
"","","","","","way","499350654","46.5817842","-111.9894329","","","","Helena","","","","2755","59604","MT","Colonial Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","psychiatry","","","Shodair Children's Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 406 444 7500","","","","","","","","","","","","","","https://shodair.org/","","Q30280653",""
"","","","","","way","499350658","46.5828294","-111.9966817","","","","Helena","","","","2475","59601","MT","East Broadway Street","","","hospital","","","","","","","+1-406-457-4180","","","","","","","","","","","","","","","","","yes","","","","1789572","","hospital","","","","","","","","","","Saint Peter's Health","","","","","","","","","24/7","","","","","","","","","","https://www.stpetes.org/","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.stpetes.org/","","Q50037076",""
"","","","","","way","499383681","46.4134933","-112.7266707","","","","Deer Lodge","","","","1100","59722","MT","Hollenbeck Lane","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Deer Lodge Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 846 2212","","","","","","","","","","","","","","https://www.dlmed.org/","","",""
"","","","","","way","499513677","46.8467018","-114.0481751","","","","Missoula","","","","2827","59804","MT","Fort Missoula Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1781167","","hospital","","","","","","","","","","Community Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 728 4100","","","","","","","","","","","","","","https://communitymed.org/","","Q5154815","en:Community Medical Center (Montana)"
